id,family,father,mother,midparentheight,children,childnum,gender,childheight
583,130,68.5,66.5,70.16000366,11,8,male,68
584,130,68.5,66.5,70.16000366,11,9,male,68
585,130,68.5,66.5,70.16000366,11,10,male,66.19999695
586,130,68.5,66.5,70.16000366,11,11,female,63.20000076
587,131,68,65,69.09999847,2,1,male,67.5
588,131,68,65,69.09999847,2,2,male,66
589,132,68,65.5,69.37000275,2,1,male,66
590,132,68,65.5,69.37000275,2,2,female,64
591,133,68,65.5,69.37000275,7,1,male,71.69999695
592,133,68,65.5,69.37000275,7,2,male,71.5
593,133,68,65.5,69.37000275,7,3,male,70.69999695
594,133,68,65.5,69.37000275,7,4,male,65.5
595,133,68,65.5,69.37000275,7,5,female,66.5
596,133,68,65.5,69.37000275,7,6,female,65.19999695
597,133,68,65.5,69.37000275,7,7,female,61.5
598,134,68,65,69.09999847,4,1,male,72
599,134,68,65,69.09999847,4,2,male,72
600,134,68,65,69.09999847,4,3,female,68
601,134,68,65,69.09999847,4,4,female,66
602,135,68.5,65,69.34999847,8,1,male,69.19999695
603,135,68.5,65,69.34999847,8,2,male,68
604,135,68.5,65,69.34999847,8,3,male,66
605,135,68.5,65,69.34999847,8,4,male,66
606,135,68.5,65,69.34999847,8,5,female,62
607,135,68.5,65,69.34999847,8,6,female,61.5
608,135,68.5,65,69.34999847,8,7,female,61
609,135,68.5,65,69.34999847,8,8,female,60
610,136A,68.5,65,69.34999847,8,1,male,72
611,136A,68.5,65,69.34999847,8,2,male,70.5
612,136A,68.5,65,69.34999847,8,3,male,68.69999695
613,136A,68.5,65,69.34999847,8,4,male,68.5
614,136A,68.5,65,69.34999847,8,5,male,67.69999695
615,136A,68.5,65,69.34999847,8,6,female,64
616,136A,68.5,65,69.34999847,8,7,female,63.5
617,136A,68.5,65,69.34999847,8,8,female,63
618,136,68,64,68.55999756,10,1,male,71
619,136,68,64,68.55999756,10,2,male,68
620,136,68,64,68.55999756,10,3,male,68
621,136,68,64,68.55999756,10,4,male,67
622,136,68,64,68.55999756,10,5,female,65
623,136,68,64,68.55999756,10,6,female,64
624,136,68,64,68.55999756,10,7,female,63
625,136,68,64,68.55999756,10,8,female,63
626,136,68,64,68.55999756,10,9,female,62
627,136,68,64,68.55999756,10,10,female,61
628,137,68,64,68.55999756,4,1,male,66
629,137,68,64,68.55999756,4,2,male,63
630,137,68,64,68.55999756,4,3,female,65.5
631,137,68,64,68.55999756,4,4,female,62
632,138,68,64,68.55999756,5,1,male,71.19999695
633,138,68,64,68.55999756,5,2,male,71.19999695
634,138,68,64,68.55999756,5,3,male,69
635,138,68,64,68.55999756,5,4,male,68.5
636,138,68,64,68.55999756,5,5,female,62.5
637,139,68,64.5,68.83000183,1,1,female,62
638,140,68,64,68.55999756,10,1,male,69
639,140,68,64,68.55999756,10,2,male,67
640,140,68,64,68.55999756,10,3,male,66
641,140,68,64,68.55999756,10,4,female,66
642,140,68,64,68.55999756,10,5,female,66
643,140,68,64,68.55999756,10,6,female,65
644,140,68,64,68.55999756,10,7,female,65
645,140,68,64,68.55999756,10,8,female,65
646,140,68,64,68.55999756,10,9,female,64
647,140,68,64,68.55999756,10,10,female,63
648,141,68,63,68.01999664,8,1,male,70.5
649,141,68,63,68.01999664,8,2,male,70
650,141,68,63,68.01999664,8,3,male,68
651,141,68,63,68.01999664,8,4,male,66
652,141,68,63,68.01999664,8,5,male,66
653,141,68,63,68.01999664,8,6,female,66
654,141,68,63,68.01999664,8,7,female,62
655,141,68,63,68.01999664,8,8,female,61.5
656,142,68.5,63.5,68.54000092,4,1,male,73.5
657,142,68.5,63.5,68.54000092,4,2,male,70
658,142,68.5,63.5,68.54000092,4,3,male,69.5
659,142,68.5,63.5,68.54000092,4,4,female,65.5
660,143,68,63,68.01999664,1,1,male,67
661,144,68,63,68.01999664,4,1,male,70
662,144,68,63,68.01999664,4,2,male,68
663,144,68,63,68.01999664,4,3,female,64.5
664,144,68,63,68.01999664,4,4,female,64
665,145,68,63,68.01999664,8,1,male,71
666,145,68,63,68.01999664,8,2,male,68
667,145,68,63,68.01999664,8,3,male,66
668,145,68,63,68.01999664,8,4,male,65.5
669,145,68,63,68.01999664,8,5,male,65
670,145,68,63,68.01999664,8,6,female,63
671,145,68,63,68.01999664,8,7,female,62
672,145,68,63,68.01999664,8,8,female,62
673,146,68,63,68.01999664,6,1,male,67
674,146,68,63,68.01999664,6,2,male,67
675,146,68,63,68.01999664,6,3,male,66
676,146,68,63,68.01999664,6,4,female,64
677,146,68,63,68.01999664,6,5,female,63.5
678,146,68,63,68.01999664,6,6,female,61
679,147,68.5,63.5,68.54000092,1,1,male,68.19999695
680,148,68,63,68.01999664,1,1,male,70
681,149,68.19999695,63.5,68.38999939,5,1,male,70
682,149,68.19999695,63.5,68.38999939,5,2,male,69
683,149,68.19999695,63.5,68.38999939,5,3,male,67
684,149,68.19999695,63.5,68.38999939,5,4,male,65.5
685,149,68.19999695,63.5,68.38999939,5,5,female,64.5
686,150,68,62.5,67.75,1,1,male,68.5
687,151,68.69999695,62,67.83000183,2,1,male,67.69999695
688,151,68.69999695,62,67.83000183,2,2,female,61.70000076
689,152,68,62.5,67.75,1,1,male,66.5
690,153,68,61,66.94000244,5,1,male,68.5
691,153,68,61,66.94000244,5,2,male,68
692,153,68,61,66.94000244,5,3,male,64
693,153,68,61,66.94000244,5,4,female,63.5
694,153,68,61,66.94000244,5,5,female,63
695,154,68,60.20000076,66.50800323,1,1,male,66.69999695
696,155,68,60,66.40000153,7,1,male,64
697,155,68,60,66.40000153,7,2,female,61
698,155,68,60,66.40000153,7,3,female,61
699,155,68,60,66.40000153,7,4,female,60
700,155,68,60,66.40000153,7,5,female,60
701,155,68,60,66.40000153,7,6,female,60
702,155,68,60,66.40000153,7,7,female,56
703,156,68,60,66.40000153,4,1,male,67.5
704,156,68,60,66.40000153,4,2,male,67
705,156,68,60,66.40000153,4,3,male,66.5
706,156,68,60,66.40000153,4,4,female,60
707,157,68.5,59,66.11000061,1,1,male,69
708,158,68,59,65.86000061,10,1,male,68
709,158,68,59,65.86000061,10,2,male,65
710,158,68,59,65.86000061,10,3,male,64.69999695
711,158,68,59,65.86000061,10,4,male,64
712,158,68,59,65.86000061,10,5,male,64
713,158,68,59,65.86000061,10,6,male,63
714,158,68,59,65.86000061,10,7,female,65
715,158,68,59,65.86000061,10,8,female,65
716,158,68,59,65.86000061,10,9,female,62
717,158,68,59,65.86000061,10,10,female,61
718,159,67,66.19999695,69.2480011,5,1,male,72.69999695
719,159,67,66.19999695,69.2480011,5,2,male,72.69999695
720,159,67,66.19999695,69.2480011,5,3,male,71.5
721,159,67,66.19999695,69.2480011,5,4,female,65.5
722,159,67,66.19999695,69.2480011,5,5,female,63.5
723,160,67,66.5,69.41000366,1,1,male,71
724,161,67,66,69.13999939,8,1,male,73
725,161,67,66,69.13999939,8,2,male,71
726,161,67,66,69.13999939,8,3,male,70.69999695
727,161,67,66,69.13999939,8,4,male,70
728,161,67,66,69.13999939,8,5,male,69
729,161,67,66,69.13999939,8,6,female,68
730,161,67,66,69.13999939,8,7,female,65.5
731,161,67,66,69.13999939,8,8,female,62
732,162,67,65,68.59999847,6,1,male,69.69999695
733,162,67,65,68.59999847,6,2,male,67.5
734,162,67,65,68.59999847,6,3,female,65.5
735,162,67,65,68.59999847,6,4,female,65
736,162,67,65,68.59999847,6,5,female,64.5
737,162,67,65,68.59999847,6,6,female,63.5
738,163,67,65.5,68.87000275,5,1,male,70
739,163,67,65.5,68.87000275,5,2,male,69
740,163,67,65.5,68.87000275,5,3,female,65.5
741,163,67,65.5,68.87000275,5,4,female,65.5
742,163,67,65.5,68.87000275,5,5,female,63
743,164,67,65.5,68.87000275,4,1,male,70
744,164,67,65.5,68.87000275,4,2,male,67.69999695
745,164,67,65.5,68.87000275,4,3,female,63
746,164,67,65.5,68.87000275,4,4,female,60
747,165,67,65,68.59999847,3,1,male,65
748,165,67,65,68.59999847,3,2,female,62
749,165,67,65,68.59999847,3,3,female,62
750,166,67.5,65,68.84999847,11,1,male,71
751,166,67.5,65,68.84999847,11,2,male,69
752,166,67.5,65,68.84999847,11,3,female,64
753,166,67.5,65,68.84999847,11,4,female,64
754,166,67.5,65,68.84999847,11,5,female,63
755,166,67.5,65,68.84999847,11,6,female,63
756,166,67.5,65,68.84999847,11,7,female,63
757,166,67.5,65,68.84999847,11,8,female,63
758,166,67.5,65,68.84999847,11,9,female,63
759,166,67.5,65,68.84999847,11,10,female,62.5
760,166,67.5,65,68.84999847,11,11,female,62
761,167,67,64,68.05999756,4,1,male,71.5
762,167,67,64,68.05999756,4,2,male,70
763,167,67,64,68.05999756,4,3,male,67
764,167,67,64,68.05999756,4,4,male,67
765,168,67,63.5,67.79000092,8,1,male,71
766,168,67,63.5,67.79000092,8,2,male,70.19999695
767,168,67,63.5,67.79000092,8,3,male,69.19999695
768,168,67,63.5,67.79000092,8,4,male,68.5
769,168,67,63.5,67.79000092,8,5,male,68
770,168,67,63.5,67.79000092,8,6,male,67
771,168,67,63.5,67.79000092,8,7,male,65.5
772,168,67,63.5,67.79000092,8,8,female,63.5
773,169,67,63,67.51999664,3,1,male,69
774,169,67,63,67.51999664,3,2,male,68
775,169,67,63,67.51999664,3,3,female,63
776,170,67.5,62,67.23000336,5,1,male,70
777,170,67.5,62,67.23000336,5,2,male,69.5
778,170,67.5,62,67.23000336,5,3,male,69
779,170,67.5,62,67.23000336,5,4,male,68.5
780,170,67.5,62,67.23000336,5,5,female,66
781,171,67,61,66.44000244,1,1,male,67
782,172,66,67,69.18000031,8,1,male,70.5
783,172,66,67,69.18000031,8,2,male,70.5
784,172,66,67,69.18000031,8,3,male,67
785,172,66,67,69.18000031,8,4,male,66
786,172,66,67,69.18000031,8,5,male,66
787,172,66,67,69.18000031,8,6,female,62
788,172,66,67,69.18000031,8,7,female,62
789,172,66,67,69.18000031,8,8,female,61.5
790,173,66,67,69.18000031,9,1,male,72
791,173,66,67,69.18000031,9,2,male,65
792,173,66,67,69.18000031,9,3,male,65
793,173,66,67,69.18000031,9,4,female,67
794,173,66,67,69.18000031,9,5,female,64
795,173,66,67,69.18000031,9,6,female,64
796,173,66,67,69.18000031,9,7,female,62
797,173,66,67,69.18000031,9,8,female,60
798,173,66,67,69.18000031,9,9,female,60
799,174,66,66,68.63999939,5,1,male,66
800,174,66,66,68.63999939,5,2,male,65
801,174,66,66,68.63999939,5,3,female,67
802,174,66,66,68.63999939,5,4,female,66.5
803,174,66,66,68.63999939,5,5,female,65.5
804,175,66,66,68.63999939,6,1,male,72
805,175,66,66,68.63999939,6,2,male,68
806,175,66,66,68.63999939,6,3,female,66
807,175,66,66,68.63999939,6,4,female,65
808,175,66,66,68.63999939,6,5,female,62
809,175,66,66,68.63999939,6,6,female,61
810,176,66.5,65,68.34999847,8,1,male,68.69999695
811,176,66.5,65,68.34999847,8,2,male,68.5
812,176,66.5,65,68.34999847,8,3,male,66.5
813,176,66.5,65,68.34999847,8,4,male,64.5
814,176,66.5,65,68.34999847,8,5,female,62.5
815,176,66.5,65,68.34999847,8,6,female,60.5
816,176,66.5,65,68.34999847,8,7,female,60.5
817,176,66.5,65,68.34999847,8,8,female,57.5
818,177,66,65.5,68.37000275,5,1,male,72
819,177,66,65.5,68.37000275,5,2,male,71
820,177,66,65.5,68.37000275,5,3,male,67
821,177,66,65.5,68.37000275,5,4,female,66
822,177,66,65.5,68.37000275,5,5,female,65
823,178,66,63,67.01999664,1,1,male,70
824,179,66,63.5,67.29000092,2,1,female,64.5
825,179,66,63.5,67.29000092,2,2,female,62
826,180,66.5,63,67.26999664,6,1,male,67.19999695
827,180,66.5,63,67.26999664,6,2,male,67
828,180,66.5,63,67.26999664,6,3,male,65
829,180,66.5,63,67.26999664,6,4,female,65
830,180,66.5,63,67.26999664,6,5,female,65
831,180,66.5,63,67.26999664,6,6,female,63
832,181,66.5,62.5,67,7,1,male,70
833,181,66.5,62.5,67,7,2,male,68
834,181,66.5,62.5,67,7,3,female,63.5
835,181,66.5,62.5,67,7,4,female,62.5
836,181,66.5,62.5,67,7,5,female,62.5
837,181,66.5,62.5,67,7,6,female,62.5
838,181,66.5,62.5,67,7,7,female,62.5
839,182,66,61.5,66.20999908,1,1,male,70
840,183,66,60,65.40000153,4,1,male,68
841,183,66,60,65.40000153,4,2,male,67
842,183,66,60,65.40000153,4,3,male,65
843,183,66,60,65.40000153,4,4,female,60
844,184,66,60,65.40000153,1,1,male,65
845,185,66,59,64.86000061,15,1,male,68
846,185,66,59,64.86000061,15,2,male,67
847,185,66,59,64.86000061,15,3,male,66.5
848,185,66,59,64.86000061,15,4,male,66
849,185,66,59,64.86000061,15,5,male,65.69999695
850,185,66,59,64.86000061,15,6,male,65.5
851,185,66,59,64.86000061,15,7,male,65
852,185,66,59,64.86000061,15,8,female,65
853,185,66,59,64.86000061,15,9,female,64
854,185,66,59,64.86000061,15,10,female,63
855,185,66,59,64.86000061,15,11,female,62
856,185,66,59,64.86000061,15,12,female,61
857,185,66,59,64.86000061,15,13,female,60
858,185,66,59,64.86000061,15,14,female,58
859,185,66,59,64.86000061,15,15,female,57
860,186,65,67,68.68000031,4,1,male,66.5
861,186,65,67,68.68000031,4,2,male,66
862,186,65,67,68.68000031,4,3,male,66
863,186,65,67,68.68000031,4,4,female,65
864,187,65,67,68.68000031,1,1,female,63
865,188,65,66,68.13999939,4,1,male,63
866,188,65,66,68.13999939,4,2,female,63
867,188,65,66,68.13999939,4,3,female,63
868,188,65,66,68.13999939,4,4,female,60
869,189,65,66,68.13999939,5,1,male,67
870,189,65,66,68.13999939,5,2,male,66
871,189,65,66,68.13999939,5,3,male,65
872,189,65,66,68.13999939,5,4,female,65
873,189,65,66,68.13999939,5,5,female,61
874,190,65,65,67.59999847,9,1,male,69
875,190,65,65,67.59999847,9,2,male,68
876,190,65,65,67.59999847,9,3,male,68
877,190,65,65,67.59999847,9,4,female,65
878,190,65,65,67.59999847,9,5,female,65
879,190,65,65,67.59999847,9,6,female,62
880,190,65,65,67.59999847,9,7,female,62
881,190,65,65,67.59999847,9,8,female,61
882,190,65,65,67.59999847,9,9,female,59
883,191,65,65.5,67.87000275,2,1,male,70.69999695
884,191,65,65.5,67.87000275,2,2,female,65.5
885,192,65,65,67.59999847,6,1,male,69.19999695
886,192,65,65,67.59999847,6,2,male,69
887,192,65,65,67.59999847,6,3,male,68
888,192,65,65,67.59999847,6,4,male,67.69999695
889,192,65,65,67.59999847,6,5,female,64.5
890,192,65,65,67.59999847,6,6,female,60.5
891,193,65,64,67.05999756,6,1,male,67
892,193,65,64,67.05999756,6,2,male,67
893,193,65,64,67.05999756,6,3,female,64
894,193,65,64,67.05999756,6,4,female,64
895,193,65,64,67.05999756,6,5,female,62.5
896,193,65,64,67.05999756,6,6,female,60.5
897,194,65,63,66.51999664,2,1,male,70
898,194,65,63,66.51999664,2,2,female,63
899,195,65,63,66.51999664,3,1,male,66
900,195,65,63,66.51999664,3,2,male,66
901,195,65,63,66.51999664,3,3,female,63
902,196,65.5,63,66.76999664,4,1,male,71
903,196,65.5,63,66.76999664,4,2,male,71
904,196,65.5,63,66.76999664,4,3,male,69
905,196,65.5,63,66.76999664,4,4,female,63.5
906,197,65.5,60,65.15000153,5,1,male,68
907,197,65.5,60,65.15000153,5,2,male,68
908,197,65.5,60,65.15000153,5,3,male,67
909,197,65.5,60,65.15000153,5,4,male,67
910,197,65.5,60,65.15000153,5,5,female,62
911,198,64,64,66.55999756,7,1,male,71.5
912,198,64,64,66.55999756,7,2,male,68
913,198,64,64,66.55999756,7,3,female,65.5
914,198,64,64,66.55999756,7,4,female,64
915,198,64,64,66.55999756,7,5,female,62
916,198,64,64,66.55999756,7,6,female,62
917,198,64,64,66.55999756,7,7,female,61
918,199,64,64,66.55999756,7,1,male,70.5
919,199,64,64,66.55999756,7,2,male,68
920,199,64,64,66.55999756,7,3,female,67
921,199,64,64,66.55999756,7,4,female,65
922,199,64,64,66.55999756,7,5,female,64
923,199,64,64,66.55999756,7,6,female,64
924,199,64,64,66.55999756,7,7,female,60
925,200,64,63,66.01999664,1,1,male,64.5
926,201,64,60,64.40000153,2,1,male,66
927,201,64,60,64.40000153,2,2,female,60
928,202,63,63.5,65.79000092,2,1,female,68.5
929,202,63,63.5,65.79000092,2,2,female,63.5
930,203,62,66,66.63999939,3,1,male,64
931,203,62,66,66.63999939,3,2,female,62
932,203,62,66,66.63999939,3,3,female,61
933,204,62.5,63,65.26999664,2,1,male,66.5
934,204,62.5,63,65.26999664,2,2,female,57
